ID_Number	Year of catch	Catch date	Mass
1004659	1973	20.jul.73	1800
1004647	1973	20.jul.73	2500
1004644	1973	20.jul.73	2800
1004652	1973	20.jul.73	6300
1004653	1973	20.jul.73	6300
1004650	1973	20.jul.73	6600
1004651	1973	20.jul.73	6600
1004649	1973	20.jul.73	7100
1004660	1973	20.jul.73	9400
1004657	1973	20.jul.73	10200
1004671	1973	21.jul.73	1800
1004665	1973	21.jul.73	1900
1004668	1973	21.jul.73	6400
1004667	1973	21.jul.73	8600
1004666	1973	21.jul.73	8800
1004682	1973	22.jul.73	1500
1004672	1973	22.jul.73	1900
1004681	1973	22.jul.73	1900
1004679	1973	22.jul.73	3800
1004673	1973	22.jul.73	7300
1004678	1973	22.jul.73	7600
1004691	1973	23.jul.73	1700
1004692	1973	23.jul.73	5700
1004690	1973	23.jul.73	6300
1004689	1973	23.jul.73	7000
1004685	1973	23.jul.73	8700
1004688	1973	23.jul.73	10400
1004698	1973	24.jul.73	1300
1004699	1973	24.jul.73	1300
1004700	1973	24.jul.73	1300
1004697	1973	24.jul.73	1500
1004693	1973	24.jul.73	7500
1004715	1973	25.jul.73	1300
1004714	1973	25.jul.73	1500
1004713	1973	25.jul.73	1800
1004717	1973	25.jul.73	2500
1004708	1973	25.jul.73	3000
1004709	1973	25.jul.73	5800
1004712	1973	25.jul.73	6800
1004711	1973	25.jul.73	7200
1004710	1973	25.jul.73	8200
1004727	1973	26.jul.73	1500
1004721	1973	26.jul.73	2100
1004720	1973	26.jul.73	2300
1004719	1973	26.jul.73	2800
1004718	1973	26.jul.73	3700
1004735	1973	27.jul.73	1800
1004741	1973	27.jul.73	2300
1004734	1973	27.jul.73	3000
1004733	1973	27.jul.73	5800
1004742	1973	27.jul.73	7100
1004745	1973	28.jul.73	1200
1004746	1973	28.jul.73	1200
1004752	1973	28.jul.73	1200
1004744	1973	28.jul.73	2000
1004743	1973	28.jul.73	2300
1004747	1973	28.jul.73	2600
1004755	1973	29.jul.73	2200
1004753	1973	29.jul.73	2600
1004772	1973	30.jul.73	1800
1004774	1973	30.jul.73	1800
1004763	1973	30.jul.73	2600
1004779	1973	30.jul.73	5500
1004771	1973	30.jul.73	6200
1004767	1973	30.jul.73	6500
1004780	1973	30.jul.73	7000
1004785	1973	31.jul.73	1500
1004781	1973	31.jul.73	1600
1004783	1973	31.jul.73	1700
1004784	1973	31.jul.73	2400
1004789	1973	31.jul.73	5800
1004788	1973	31.jul.73	7600
1004795	1973	01.aug.73	1000
1004792	1973	01.aug.73	1500
1004791	1973	01.aug.73	1700
1004796	1973	01.aug.73	2100
1004805	1973	02.aug.73	1900
1004799	1973	02.aug.73	2000
1004804	1973	02.aug.73	2200
1004806	1973	02.aug.73	2200
1004807	1973	02.aug.73	2600
1004817	1973	03.aug.73	1700
1004818	1973	03.aug.73	1700
1004819	1973	03.aug.73	1700
1004825	1973	03.aug.73	1700
1004835	1973	03.aug.73	1700
1004821	1973	03.aug.73	2000
1004822	1973	03.aug.73	6500
1004838	1973	04.aug.73	1300
1004843	1973	05.aug.73	1600
1004842	1973	05.aug.73	1800
1004869	1973	07.aug.73	1000
1004870	1973	07.aug.73	1700
1004871	1973	07.aug.73	2000
1004892	1973	08.aug.73	1400
1004887	1973	08.aug.73	2000
1004910	1973	09.aug.73	1200
1004904	1973	09.aug.73	1500
1004903	1973	09.aug.73	1600
1004911	1973	09.aug.73	1600
1004902	1973	09.aug.73	2100
1004901	1973	09.aug.73	9800
1004918	1973	10.aug.73	1300
1004929	1973	11.aug.73	1600
1004931	1973	11.aug.73	1700
1004934	1973	11.aug.73	2300
1004930	1973	11.aug.73	2800
1004935	1973	11.aug.73	2900
1004928	1973	11.aug.73	5800
1004938	1973	12.aug.73	1500
1004951	1973	12.aug.73	1700
1004937	1973	12.aug.73	1800
1004950	1973	12.aug.73	1800
1004936	1973	12.aug.73	2700
1004967	1973	13.aug.73	1400
1004980	1973	13.aug.73	1800
1004979	1973	13.aug.73	2000
1005003	1973	15.aug.73	1500
1004991	1973	15.aug.73	2900
1004992	1973	15.aug.73	2900
1005005	1973	16.aug.73	2400
1005014	1973	17.aug.73	1300
1005013	1973	17.aug.73	2900
1005015	1973	17.aug.73	6200
1005016	1973	17.aug.73	6500
1005020	1973	17.aug.73	10800
1005036	1973	18.aug.73	1400
1005037	1973	18.aug.73	1600
1005035	1973	18.aug.73	4000
1005048	1973	19.aug.73	2000
1005045	1973	19.aug.73	7300
1005047	1973	19.aug.73	8500
1005046	1973	19.aug.73	10000
1005055	1973	20.aug.73	1700
1005054	1973	20.aug.73	3500
1005065	1973	21.aug.73	6000
1005057	1973	21.aug.73	10000
1005067	1973	22.aug.73	6000
1005066	1973	22.aug.73	7300
1005074	1973	24.aug.73	8000
1005073	1973	24.aug.73	10100
1005077	1973	25.aug.73	2000
1005078	1973	25.aug.73	2000
1005080	1973	25.aug.73	2100
1005082	1973	25.aug.73	3400
1005081	1973	25.aug.73	11500
1005079	1973	25.aug.73	13400
1005086	1973	26.aug.73	3500
1005085	1973	26.aug.73	10000
1005087	1973	26.aug.73	10400
1005088	1973	27.aug.73	8300
1005089	1973	27.aug.73	8500
1005090	1973	28.aug.73	12000
1005098	1974	13.jun.74	8700
1005099	1974	14.jun.74	3300
1005101	1974	15.jun.74	5500
1005100	1974	15.jun.74	10400
1005102	1974	17.jun.74	12300
1005103	1974	19.jun.74	10500
1005104	1974	19.jun.74	12200
1005105	1974	21.jun.74	11200
1005106	1974	22.jun.74	4200
1005107	1974	22.jun.74	15800
1005108	1974	25.jun.74	9700
1005109	1974	25.jun.74	11800
1005110	1974	26.jun.74	9700
1005111	1974	27.jun.74	1000
1005113	1974	27.jun.74	9000
1005115	1974	27.jun.74	10600
1005117	1974	29.jun.74	2300
1005116	1974	29.jun.74	8100
1005119	1974	29.jun.74	9400
1005121	1974	01.jul.74	5900
1005120	1974	01.jul.74	7800
1005123	1974	01.jul.74	11200
1005126	1974	02.jul.74	7500
1005125	1974	02.jul.74	9700
1005128	1974	04.jul.74	1500
1005130	1974	05.jul.74	4900
1005131	1974	05.jul.74	7400
1005129	1974	05.jul.74	24500
1005132	1974	06.jul.74	12800
1005133	1974	07.jul.74	8300
1005134	1974	07.jul.74	9000
1005138	1974	09.jul.74	5000
1005136	1974	09.jul.74	7000
1005141	1974	11.jul.74	6700
1005142	1974	13.jul.74	9000
1005143	1974	13.jul.74	10800
1005162	1974	15.jul.74	1100
1005159	1974	15.jul.74	1400
1005161	1974	15.jul.74	1600
1005160	1974	15.jul.74	2700
1005158	1974	15.jul.74	11000
1005164	1974	16.jul.74	1900
1005178	1974	17.jul.74	1000
1005180	1974	17.jul.74	1700
1005179	1974	17.jul.74	16100
1005189	1974	18.jul.74	1000
1005188	1974	18.jul.74	1700
1005201	1974	18.jul.74	1900
1005205	1974	19.jul.74	1100
1005204	1974	19.jul.74	1700
1005215	1974	20.jul.74	6600
1005216	1974	20.jul.74	7000
1005214	1974	20.jul.74	7400
1005233	1974	21.jul.74	1500
1005235	1974	21.jul.74	2000
1005232	1974	21.jul.74	7000
1005249	1974	22.jul.74	1500
1005248	1974	22.jul.74	4700
1005265	1974	23.jul.74	2300
1005263	1974	23.jul.74	3200
1005262	1974	23.jul.74	6100
1005266	1974	23.jul.74	8000
1005261	1974	23.jul.74	8100
1005275	1974	24.jul.74	6000
1005278	1974	24.jul.74	7000
1005277	1974	24.jul.74	13000
1005303	1974	25.jul.74	1300
1005304	1974	25.jul.74	1500
1005298	1974	25.jul.74	1600
1005296	1974	25.jul.74	1700
1005302	1974	25.jul.74	1700
1005295	1974	25.jul.74	1800
1005297	1974	25.jul.74	1800
1005294	1974	25.jul.74	2000
1005301	1974	25.jul.74	4800
1005300	1974	25.jul.74	6000
1005299	1974	25.jul.74	6300
1005293	1974	25.jul.74	6800
1005319	1974	26.jul.74	1600
1005320	1974	26.jul.74	1600
1005318	1974	26.jul.74	6900
1005317	1974	26.jul.74	7100
1005345	1974	27.jul.74	1100
1005350	1974	27.jul.74	1400
1005344	1974	27.jul.74	1500
1005338	1974	27.jul.74	1700
1005349	1974	27.jul.74	1700
1005343	1974	27.jul.74	2000
1005339	1974	27.jul.74	2200
1005340	1974	27.jul.74	5300
1005342	1974	27.jul.74	9400
1005356	1974	28.jul.74	2300
1005355	1974	28.jul.74	7500
1005369	1974	29.jul.74	1000
1005370	1974	29.jul.74	5600
1005400	1974	30.jul.74	1600
1005423	1974	31.jul.74	1300
1005417	1974	31.jul.74	1600
1005421	1974	31.jul.74	1600
1005420	1974	31.jul.74	1900
1005431	1974	01.aug.74	1600
1005451	1974	02.aug.74	1300
1005450	1974	02.aug.74	1600
1005452	1974	02.aug.74	1900
1005464	1974	03.aug.74	600
1005466	1974	03.aug.74	1700
1005485	1974	05.aug.74	2000
1005486	1974	05.aug.74	2400
1005520	1974	06.aug.74	1300
1005521	1974	06.aug.74	1300
1005519	1974	06.aug.74	2400
1005531	1974	07.aug.74	1800
1005561	1974	08.aug.74	1300
1005560	1974	08.aug.74	1800
1005577	1974	09.aug.74	1600
1005578	1974	09.aug.74	1600
1005579	1974	09.aug.74	3300
1005586	1974	10.aug.74	1500
1005610	1974	12.aug.74	1200
1005613	1974	12.aug.74	1700
1005611	1974	12.aug.74	1800
1005609	1974	12.aug.74	9600
1005625	1974	13.aug.74	3400
1005620	1974	13.aug.74	6000
1005636	1974	14.aug.74	1600
1005628	1974	14.aug.74	2200
1005630	1974	14.aug.74	2200
1005629	1974	14.aug.74	13000
1005645	1974	15.aug.74	1500
1005644	1974	15.aug.74	2200
1005646	1974	15.aug.74	2200
1005648	1974	16.aug.74	1200
1005647	1974	16.aug.74	1500
1005656	1974	16.aug.74	1500
1005653	1974	16.aug.74	1700
1005655	1974	16.aug.74	2000
1005654	1974	16.aug.74	6600
1005652	1974	16.aug.74	8500
1005657	1974	17.aug.74	1800
1005667	1974	18.aug.74	1700
1005668	1974	18.aug.74	1700
1005669	1974	18.aug.74	1700
1005670	1974	18.aug.74	1700
1005671	1974	18.aug.74	1700
1005666	1974	18.aug.74	2200
1005660	1974	18.aug.74	4500
1005665	1974	18.aug.74	6700
1005672	1974	18.aug.74	12500
1005678	1974	19.aug.74	10500
1005682	1974	20.aug.74	1600
1005681	1974	20.aug.74	1700
1005688	1974	20.aug.74	1900
1005679	1974	20.aug.74	7600
1005680	1974	20.aug.74	8900
1005687	1974	20.aug.74	9700
1005700	1974	23.aug.74	8000
1005701	1975	09.jun.75	6500
1005703	1975	11.jun.75	9500
1005704	1975	11.jun.75	10200
1005705	1975	11.jun.75	11900
1005702	1975	11.jun.75	15600
1005706	1975	14.jun.75	9500
1005707	1975	16.jun.75	7200
1005708	1975	23.jun.75	10600
1005709	1975	24.jun.75	5100
1005710	1975	24.jun.75	14200
1005711	1975	25.jun.75	11500
1005712	1975	26.jun.75	9000
1005715	1975	29.jun.75	4300
1005716	1975	01.jul.75	7000
1005717	1975	02.jul.75	6800
1005718	1975	03.jul.75	9000
1005719	1975	04.jul.75	7000
1005720	1975	06.jul.75	2000
1005721	1975	06.jul.75	2000
1005722	1975	07.jul.75	9500
1005723	1975	08.jul.75	6500
1005724	1975	08.jul.75	6500
1005725	1975	08.jul.75	11500
1005727	1975	10.jul.75	7100
1005726	1975	10.jul.75	7200
1005728	1975	11.jul.75	11700
1005730	1975	12.jul.75	6700
1005729	1975	12.jul.75	7000
1005736	1975	13.jul.75	1400
1005735	1975	13.jul.75	1700
1005734	1975	13.jul.75	7800
1005741	1975	15.jul.75	1600
1005749	1975	16.jul.75	1800
1005748	1975	16.jul.75	2100
1005747	1975	16.jul.75	2700
1005762	1975	18.jul.75	2300
1005763	1975	19.jul.75	2300
1005765	1975	19.jul.75	6500
1005773	1975	20.jul.75	7500
1005769	1975	20.jul.75	9700
1005770	1975	20.jul.75	10000
1005774	1975	20.jul.75	11600
1005775	1975	21.jul.75	1400
1005776	1975	21.jul.75	1800
1005777	1975	21.jul.75	7000
1005786	1975	22.jul.75	1100
1005784	1975	22.jul.75	1400
1005781	1975	22.jul.75	1500
1005783	1975	22.jul.75	1500
1005782	1975	22.jul.75	1600
1005785	1975	22.jul.75	1800
1005789	1975	22.jul.75	6700
1005780	1975	22.jul.75	8100
1005787	1975	22.jul.75	8400
1005788	1975	22.jul.75	8400
1005790	1975	23.jul.75	1200
1005797	1975	24.jul.75	1400
1005800	1975	24.jul.75	1900
1005796	1975	24.jul.75	5700
1005798	1975	24.jul.75	8000
1005799	1975	24.jul.75	10000
1005805	1975	25.jul.75	1100
1005803	1975	25.jul.75	1400
1005802	1975	25.jul.75	10800
1005806	1975	26.jul.75	1400
1005808	1975	26.jul.75	1400
1005807	1975	26.jul.75	1800
1005822	1975	28.jul.75	1200
1005821	1975	28.jul.75	1400
1005824	1975	28.jul.75	1500
1005823	1975	28.jul.75	6700
1005827	1975	30.jul.75	700
1005826	1975	30.jul.75	2000
1005830	1975	31.jul.75	2000
1005829	1975	31.jul.75	6700
1005831	1975	31.jul.75	10300
1005828	1975	31.jul.75	13000
1005834	1975	01.aug.75	1300
1005833	1975	01.aug.75	8300
1005835	1975	02.aug.75	1700
1005836	1975	02.aug.75	1800
1005837	1975	02.aug.75	7400
1005838	1975	02.aug.75	11500
1005843	1975	03.aug.75	1300
1005840	1975	03.aug.75	4200
1005841	1975	03.aug.75	4400
1005839	1975	03.aug.75	6300
1005842	1975	03.aug.75	6300
1005844	1975	04.aug.75	1500
1005845	1975	04.aug.75	1700
1005847	1975	05.aug.75	1900
1005846	1975	05.aug.75	2000
1005850	1975	06.aug.75	1700
1005851	1975	06.aug.75	7400
1005853	1975	07.aug.75	1000
1005855	1975	07.aug.75	1300
1005854	1975	07.aug.75	1500
1005856	1975	08.aug.75	1700
1005858	1975	09.aug.75	1700
1005857	1975	09.aug.75	6700
1005862	1975	11.aug.75	1300
1005861	1975	11.aug.75	1700
1005863	1975	11.aug.75	5000
1005865	1975	12.aug.75	1000
1005864	1975	12.aug.75	1500
1005868	1975	14.aug.75	1500
1005870	1975	14.aug.75	1700
1005871	1975	14.aug.75	1800
1005869	1975	14.aug.75	7800
1005872	1975	16.aug.75	1400
1005873	1975	18.aug.75	1600
1005874	1975	21.aug.75	1500
1005876	1976	14.jun.76	7500
1005875	1976	14.jun.76	13800
1005877	1976	15.jun.76	6800
1005880	1976	19.jun.76	5200
1005879	1976	19.jun.76	12800
1005881	1976	22.jun.76	12400
1005882	1976	26.jun.76	1500
1005883	1976	26.jun.76	8200
1005884	1976	27.jun.76	6800
1005885	1976	28.jun.76	9200
1005886	1976	28.jun.76	10700
1005890	1976	29.jun.76	1300
1005888	1976	29.jun.76	7100
1005889	1976	29.jun.76	11200
1005891	1976	01.jul.76	9500
1005892	1976	01.jul.76	15700
1005893	1976	02.jul.76	12000
1005894	1976	03.jul.76	14000
1005897	1976	04.jul.76	1700
1005896	1976	04.jul.76	10000
1005898	1976	05.jul.76	5900
1005899	1976	07.jul.76	6700
1005900	1976	08.jul.76	1700
1005903	1976	10.jul.76	1200
1005902	1976	10.jul.76	1500
1005901	1976	10.jul.76	5700
1005909	1976	12.jul.76	1100
1005908	1976	12.jul.76	1400
1005907	1976	12.jul.76	1500
1005906	1976	12.jul.76	6100
1005905	1976	12.jul.76	7400
1005914	1976	14.jul.76	1100
1005915	1976	14.jul.76	1500
1005916	1976	14.jul.76	1900
1005917	1976	15.jul.76	7000
1005919	1976	15.jul.76	8400
1005922	1976	16.jul.76	1100
1005921	1976	16.jul.76	1700
1005926	1976	16.jul.76	1800
1005927	1976	16.jul.76	5800
1005923	1976	16.jul.76	6600
1005924	1976	16.jul.76	7300
1005928	1976	16.jul.76	11800
1005931	1976	17.jul.76	2000
1005934	1976	17.jul.76	7100
1005942	1976	18.jul.76	1400
1005941	1976	18.jul.76	1500
1005940	1976	18.jul.76	1600
1005944	1976	18.jul.76	2600
1005943	1976	18.jul.76	5500
1005945	1976	18.jul.76	6700
1005939	1976	18.jul.76	6800
1005936	1976	18.jul.76	7500
1005938	1976	18.jul.76	11800
1005948	1976	19.jul.76	1700
1005951	1976	19.jul.76	8600
1005956	1976	20.jul.76	1100
1005960	1976	20.jul.76	1100
1005957	1976	20.jul.76	1400
1005958	1976	20.jul.76	1500
1005959	1976	20.jul.76	2100
1005955	1976	20.jul.76	8700
1005961	1976	21.jul.76	1500
1005962	1976	21.jul.76	1500
1005965	1976	21.jul.76	6400
1005975	1976	22.jul.76	1600
1005974	1976	22.jul.76	8100
1005979	1976	23.jul.76	1600
1005981	1976	23.jul.76	1600
1005987	1976	23.jul.76	1900
1005988	1976	23.jul.76	5800
1005984	1976	23.jul.76	7500
1005983	1976	23.jul.76	13600
1005990	1976	24.jul.76	1600
1005989	1976	24.jul.76	5400
1006001	1976	26.jul.76	1100
1005999	1976	26.jul.76	1300
1005997	1976	26.jul.76	1400
1005998	1976	26.jul.76	1500
1006000	1976	26.jul.76	2000
1006020	1976	28.jul.76	1400
1006022	1976	28.jul.76	1500
1006019	1976	28.jul.76	7800
1006018	1976	28.jul.76	9000
1006017	1976	28.jul.76	13600
1006026	1976	29.jul.76	7600
1006027	1976	30.jul.76	1600
1006028	1976	30.jul.76	1900
1006029	1976	31.jul.76	1000
1006035	1976	31.jul.76	1200
1006030	1976	31.jul.76	2100
1006032	1976	31.jul.76	5700
1006033	1976	31.jul.76	5900
1006031	1976	31.jul.76	6700
1006034	1976	31.jul.76	7700
1006036	1976	31.jul.76	15700
1006040	1976	01.aug.76	1000
1006037	1976	01.aug.76	1500
1006038	1976	01.aug.76	1600
1006039	1976	01.aug.76	1800
1006042	1976	02.aug.76	2100
1006041	1976	02.aug.76	7100
1006043	1976	02.aug.76	12800
1006048	1976	03.aug.76	1600
1006044	1976	03.aug.76	3600
1006046	1976	03.aug.76	5500
1006047	1976	03.aug.76	7200
1006049	1976	04.aug.76	1200
1006053	1976	04.aug.76	1400
1006051	1976	04.aug.76	6200
1006056	1976	04.aug.76	6200
1006052	1976	04.aug.76	6800
1006050	1976	04.aug.76	9300
1006057	1976	05.aug.76	1200
1006066	1976	05.aug.76	1600
1006065	1976	05.aug.76	2000
1006064	1976	05.aug.76	6000
1006067	1976	06.aug.76	7800
1006070	1976	07.aug.76	1200
1006069	1976	07.aug.76	1500
1006071	1976	07.aug.76	6300
1006072	1976	08.aug.76	1100
1006076	1976	08.aug.76	1400
1006077	1976	09.aug.76	1400
1006081	1976	09.aug.76	1800
1006080	1976	09.aug.76	2100
1006085	1976	11.aug.76	1700
1006092	1976	17.aug.76	6700
1006093	1976	18.aug.76	7300
1006094	1976	18.aug.76	7500
1006097	1976	19.aug.76	6700
1006096	1976	19.aug.76	10100
1006095	1976	19.aug.76	12500
1006098	1976	20.aug.76	7800
1006101	1976	23.aug.76	5700
1006108	1976	23.aug.76	9000
1006109	1976	23.aug.76	11100
1006110	1976	24.aug.76	700
1006118	1977	15.jun.77	10000
1006120	1977	20.jun.77	9800
1006122	1977	24.jun.77	10800
1006123	1977	25.jun.77	10600
1006125	1977	01.jul.77	11200
1006124	1977	01.jul.77	14100
1006127	1977	02.jul.77	2000
1006126	1977	02.jul.77	6400
1006128	1977	05.jul.77	1200
1006129	1977	05.jul.77	16600
1006131	1977	07.jul.77	1500
1006130	1977	07.jul.77	6400
1006132	1977	10.jul.77	7000
1006134	1977	15.jul.77	1700
1006136	1977	15.jul.77	5000
1006142	1977	17.jul.77	1300
1006137	1977	17.jul.77	1400
1006143	1977	17.jul.77	1700
1006147	1977	18.jul.77	1400
1006146	1977	18.jul.77	2500
1006145	1977	18.jul.77	10000
1006148	1977	19.jul.77	1400
1006155	1977	21.jul.77	1700
1006154	1977	21.jul.77	1800
1006158	1977	21.jul.77	1900
1006161	1977	21.jul.77	2800
1006157	1977	21.jul.77	3000
1006159	1977	21.jul.77	5800
1006160	1977	21.jul.77	9400
1006162	1977	22.jul.77	1400
1006167	1977	23.jul.77	1600
1006166	1977	23.jul.77	2200
1006168	1977	23.jul.77	7500
1006171	1977	25.jul.77	1400
1006170	1977	25.jul.77	7300
1006181	1977	29.jul.77	1200
1006182	1977	29.jul.77	1200
1006179	1977	29.jul.77	1400
1006180	1977	29.jul.77	1400
1006177	1977	29.jul.77	1500
1006178	1977	29.jul.77	1800
1006183	1977	30.jul.77	6800
1006185	1977	31.jul.77	1300
1006184	1977	31.jul.77	6500
1006191	1977	02.aug.77	1700
1006201	1977	04.aug.77	1300
1006200	1977	04.aug.77	1600
1006202	1977	04.aug.77	1800
1006203	1977	04.aug.77	1800
1006204	1977	04.aug.77	6500
1006206	1977	05.aug.77	1600
1006208	1977	05.aug.77	5300
1006207	1977	05.aug.77	5800
1006205	1977	05.aug.77	7400
1006210	1977	06.aug.77	1500
1006209	1977	06.aug.77	7600
1006211	1977	07.aug.77	2200
1006213	1977	08.aug.77	1700
1006214	1977	09.aug.77	1400
1006218	1977	10.aug.77	1500
1006221	1977	12.aug.77	1400
1006222	1977	13.aug.77	2600
1006223	1977	14.aug.77	1600
1006225	1977	21.aug.77	1700
1006226	1977	21.aug.77	1800
1006224	1977	21.aug.77	7800
1006246	1978	23.jun.78	1200
1006250	1978	10.jul.78	1500
1006253	1978	10.jul.78	1500
1006254	1978	10.jul.78	1500
1006249	1978	10.jul.78	1600
1006248	1978	10.jul.78	7100
1006259	1978	11.jul.78	1300
1006260	1978	12.jul.78	1200
1006263	1978	12.jul.78	1500
1006264	1978	12.jul.78	1600
1006266	1978	12.jul.78	1600
1006267	1978	12.jul.78	1600
1006268	1978	12.jul.78	1600
1006275	1978	12.jul.78	1600
1006280	1978	12.jul.78	1600
1006281	1978	12.jul.78	1600
1006265	1978	12.jul.78	1700
1006269	1978	12.jul.78	1700
1006293	1978	14.jul.78	1500
1006292	1978	14.jul.78	1800
1006300	1978	15.jul.78	1100
1006298	1978	15.jul.78	1500
1006299	1978	15.jul.78	1600
1006303	1978	17.jul.78	1300
1006306	1978	17.jul.78	1500
1006304	1978	17.jul.78	1600
1006312	1978	18.jul.78	1400
1006308	1978	18.jul.78	1600
1006314	1978	18.jul.78	1800
1006307	1978	18.jul.78	7000
1006321	1978	20.jul.78	1400
1006328	1978	21.jul.78	1500
1006334	1978	22.jul.78	1300
1006329	1978	22.jul.78	1400
1006332	1978	22.jul.78	1400
1006336	1978	23.jul.78	1200
1006345	1978	24.jul.78	1500
1006346	1978	24.jul.78	1500
1006349	1978	25.jul.78	1400
1006348	1978	25.jul.78	7200
1006354	1978	26.jul.78	1200
1006355	1978	26.jul.78	1300
1006357	1978	26.jul.78	1500
1006370	1978	26.jul.78	1500
1006369	1978	26.jul.78	1600
1006379	1978	27.jul.78	1400
1006380	1978	27.jul.78	1400
1006398	1978	28.jul.78	1000
1006401	1978	28.jul.78	1000
1006402	1978	28.jul.78	1000
1006389	1978	28.jul.78	1300
1006388	1978	28.jul.78	1400
1006395	1978	28.jul.78	1600
1006387	1978	28.jul.78	1700
1006409	1978	30.jul.78	1200
1006410	1978	30.jul.78	1200
1006423	1978	01.aug.78	1300
1006424	1978	01.aug.78	1400
1006427	1978	01.aug.78	1400
1006426	1978	01.aug.78	1800
1006433	1978	02.aug.78	1600
1006432	1978	02.aug.78	8700
1006436	1978	03.aug.78	1200
1006435	1978	03.aug.78	1400
1006434	1978	03.aug.78	7200
1006440	1978	05.aug.78	1200
1006439	1978	05.aug.78	2700
1006441	1978	06.aug.78	1200
1006442	1978	06.aug.78	1400
1006443	1978	06.aug.78	1500
1006445	1979	08.jul.79	1200
1006444	1979	08.jul.79	1600
1006448	1979	08.jul.79	1600
1006449	1979	08.jul.79	1600
1006450	1979	08.jul.79	1600
1006451	1979	08.jul.79	1600
1006452	1979	08.jul.79	1600
1006453	1979	08.jul.79	1600
1006454	1979	08.jul.79	1600
1006455	1979	08.jul.79	1600
1006457	1979	10.jul.79	1600
1006456	1979	10.jul.79	1800
1006458	1979	10.jul.79	10000
1006459	1979	12.jul.79	1600
1006460	1979	14.jul.79	2000
1006465	1979	15.jul.79	1600
1006467	1979	15.jul.79	9700
1006469	1979	16.jul.79	1400
1006472	1979	16.jul.79	1500
1006477	1979	17.jul.79	2600
1006483	1979	18.jul.79	1400
1006482	1979	18.jul.79	1900
1006478	1979	18.jul.79	2000
1006484	1979	19.jul.79	11000
1006485	1979	20.jul.79	1400
1006487	1979	21.jul.79	12300
1006490	1979	22.jul.79	1900
1006488	1979	22.jul.79	2000
1006493	1979	24.jul.79	1400
1006494	1979	24.jul.79	1400
1006496	1979	24.jul.79	1800
1006497	1979	26.jul.79	1200
1006499	1979	27.jul.79	1700
1006506	1979	30.jul.79	1400
1006504	1979	30.jul.79	1500
1006505	1979	30.jul.79	2000
1006508	1979	04.aug.79	1800
1006510	1979	05.aug.79	1300
1006512	1979	05.aug.79	1700
1006511	1979	05.aug.79	7300
1006514	1979	06.aug.79	1700
1006515	1979	06.aug.79	1800
1006517	1979	07.aug.79	1700
1006516	1979	07.aug.79	1900
1006520	1979	08.aug.79	1100
1006519	1979	08.aug.79	1400
1006522	1979	08.aug.79	1600
1006521	1979	08.aug.79	1900
1006523	1979	09.aug.79	1400
1006524	1979	09.aug.79	1500
1006525	1979	09.aug.79	1500
1006526	1980	08.jun.80	1400
1006527	1980	11.jun.80	7500
1006528	1980	17.jun.80	7400
1006529	1980	20.jun.80	12700
1006530	1980	22.jun.80	10600
1006531	1980	27.jun.80	9500
1006532	1980	30.jun.80	12900
1006534	1980	05.jul.80	700
1006535	1980	08.jul.80	1400
1006536	1980	10.jul.80	1200
1006537	1980	11.jul.80	1500
1006549	1980	20.jul.80	9000
1006551	1980	21.jul.80	8000
1006554	1980	22.jul.80	8300
1006558	1980	24.jul.80	1400
1006559	1980	24.jul.80	6100
1006560	1980	26.jul.80	5700
1006570	1980	03.aug.80	1400
1006573	1980	06.aug.80	1800
1006574	1980	06.aug.80	11600
1006575	1980	06.aug.80	12300
1006576	1980	07.aug.80	7400
1006577	1980	10.aug.80	5600
1006579	1980	25.aug.80	2300
1006581	1980	28.aug.80	1500
1006580	1980	28.aug.80	5200
1006583	1980	29.aug.80	1500
1006582	1980	29.aug.80	2500
1006586	1981	21.jun.81	11100
1006587	1981	23.jun.81	700
1006588	1981	26.jun.81	7600
1006589	1981	29.jun.81	10600
1006590	1981	30.jun.81	1600
1006591	1981	03.jul.81	1400
1006593	1981	04.jul.81	1000
1006594	1981	04.jul.81	9000
1006595	1981	04.jul.81	14000
1006596	1981	05.jul.81	1100
1006599	1981	05.jul.81	7000
1006597	1981	05.jul.81	14600
1006598	1981	05.jul.81	15000
1006602	1981	07.jul.81	1400
1006605	1981	09.jul.81	10400
1006606	1981	09.jul.81	13700
1006611	1981	12.jul.81	9100
1006612	1981	13.jul.81	11300
1006615	1981	14.jul.81	9000
1006614	1981	14.jul.81	10000
1006616	1981	14.jul.81	12200
1006617	1981	16.jul.81	13000
1006620	1981	17.jul.81	5500
1006622	1981	17.jul.81	9500
1006626	1981	19.jul.81	2200
1006631	1981	21.jul.81	1100
1006633	1981	21.jul.81	4600
1006632	1981	21.jul.81	5400
1006627	1981	21.jul.81	8800
1006628	1981	21.jul.81	10800
1006629	1981	21.jul.81	11500
1006630	1981	21.jul.81	14600
1006636	1981	27.jul.81	2200
1006637	1981	27.jul.81	5700
1006638	1981	31.jul.81	10700
1006644	1981	06.aug.81	12600
1006645	1981	08.aug.81	1400
1006646	1981	09.aug.81	1000
1006647	1981	10.aug.81	1500
1006648	1981	10.aug.81	8000
1006650	1981	15.aug.81	10400
1006652	1981	16.aug.81	1400
1006653	1981	16.aug.81	1500
1006657	1981	17.aug.81	2700
1006655	1981	17.aug.81	5700
1006656	1981	17.aug.81	5900
1006654	1981	17.aug.81	10500
1006658	1981	17.aug.81	11000
